,id,oplocdistrict,industryphy,industryco,enttype,state,adbusign,townsign,regtype,empnum,regcap,enttypegb,label
7317,10559,14,0,72,4,1,0,1,1,20.0,10.0,2,0.0
7318,3458,0,9,237,5,1,0,1,1,6.0,10.0,29,0.0
7319,9803,2,3,44,5,1,0,1,1,5.0,163300.0,29,1.0
7320,3266,2,5,123,15,1,0,0,1,3.0,500.0,13,0.0
7321,13949,14,0,72,4,1,0,1,1,3.0,20.0,2,0.0
7322,4952,5,5,123,15,1,0,0,1,5.0,50.0,13,0.0
7323,8943,15,14,192,15,1,0,0,1,12.0,6160.0,13,0.0
7324,1369,5,0,249,4,1,0,0,1,3.0,15.0,2,0.0
7325,13973,11,0,309,4,1,0,1,1,5.0,12.0,2,0.0
7326,12569,11,0,309,4,1,0,0,1,2.0,10.0,2,0.0
7327,318,10,9,173,15,1,0,1,1,,50.0,37,0.0
7328,5656,5,0,309,4,1,0,0,1,3.0,15.0,2,0.0
7329,733,14,0,249,4,1,0,0,1,3.0,20.0,2,0.0
7330,7033,13,0,72,4,1,0,1,1,2.0,10.0,2,0.0
7331,13844,1,14,243,15,1,0,0,1,3.0,110.0,37,0.0
7332,14593,1,0,249,4,1,0,1,1,2.0,15.0,2,0.0
7333,709,13,5,61,15,1,0,0,1,3.0,500.0,13,0.0
7334,7605,0,11,165,15,1,0,1,1,,500.0,37,0.0
7335,2581,1,5,67,15,1,0,1,1,,100.0,40,0.0
7336,14370,6,5,123,15,1,0,0,1,13.0,100.0,37,0.0
7337,6033,6,5,123,15,1,0,0,1,13.0,100.0,37,0.0
7338,5344,14,5,317,15,1,0,0,1,2.0,1000.0,13,0.0
7339,4203,2,3,341,15,1,0,1,1,5.0,200.0,36,1.0
7340,8052,5,14,261,15,1,0,1,3,,1050.0,13,0.0
7341,3496,2,0,72,15,0,0,1,1,,100.0,37,0.0
7342,8609,13,5,123,15,1,0,0,1,1.0,30.0,37,0.0
7343,1601,13,6,134,15,1,0,0,1,3.0,50.0,13,0.0
7344,317,11,11,136,5,2,0,0,3,5.0,10.0,22,0.0
7345,7808,1,0,111,4,0,0,1,1,3.0,30.0,2,0.0
7346,5060,1,5,123,15,1,0,0,1,2.0,100.0,13,0.0
7347,10875,10,5,276,15,1,0,1,1,,1000.0,13,0.0
7348,6757,6,5,123,15,1,0,0,3,,500.0,13,0.0
7349,14839,2,11,245,15,1,0,0,1,2.0,5000.0,13,0.0
7350,1775,2,5,317,15,1,0,0,1,,50.0,37,0.0
7351,798,0,9,95,15,1,0,0,1,20.0,100.0,40,1.0
7352,130,2,5,58,15,1,0,0,1,,100.0,13,0.0
7353,10181,2,5,317,15,1,0,0,3,,100.0,37,0.0
7354,2331,11,0,91,4,1,0,0,1,3.0,95.0,2,0.0
7355,10841,1,0,249,4,0,0,1,1,4.0,10.0,2,0.0
7356,5473,13,5,73,15,1,0,0,1,4.0,200.0,37,0.0
7357,4859,5,5,281,15,0,0,1,1,2.0,100.0,40,0.0
7358,13382,1,14,152,15,1,0,0,1,8.0,500.0,37,0.0
7359,11727,2,0,91,15,1,0,0,1,13.0,10.0,37,0.0
7360,3200,2,11,78,15,1,0,0,1,3.0,506.0,13,0.0
7361,11906,2,0,40,4,1,0,0,1,3.0,10.0,2,0.0
7362,12851,0,3,44,5,1,0,1,1,12.0,2000.0,29,1.0
7363,13402,13,11,241,5,1,0,0,1,2.0,50.0,22,0.0
7364,4475,1,11,211,4,1,0,1,1,1.0,20.0,2,0.0
7365,9242,11,0,328,4,1,0,1,1,5.0,10.0,2,0.0
7366,11223,5,6,69,15,1,0,0,1,10.0,15.0,37,0.0
7367,6698,2,3,19,15,1,0,1,1,,200.0,36,1.0
7368,11914,5,0,249,4,1,0,1,1,3.0,10.0,2,0.0
7369,14638,5,5,123,15,1,0,0,1,3.0,500.0,13,0.0
7370,12801,11,5,123,15,0,0,0,1,5.0,50.0,13,0.0
7371,4582,13,0,72,4,1,0,1,1,2.0,100.0,2,0.0
7372,93,5,0,72,4,0,0,1,1,1.0,20.0,2,0.0
7373,9021,13,0,91,15,0,0,0,1,3.0,100.0,13,0.0
7374,86,2,3,44,5,1,0,1,1,3.0,300.0,29,0.0
7375,263,1,0,91,4,1,0,1,1,3.0,16.0,2,0.0
7376,13103,1,5,317,15,1,0,0,1,2.0,2001.0,37,0.0
7377,1228,13,11,165,15,1,0,0,1,5.0,500.0,13,0.0
7378,7265,10,0,72,4,1,0,1,1,1.0,10.0,2,0.0
7379,7679,11,5,269,15,0,0,0,1,86.0,600.0,13,0.0
7380,13151,2,10,306,15,1,0,0,1,8.0,500.0,37,0.0
7381,14814,14,5,258,15,1,0,0,1,2.0,500.0,13,0.0
7382,13818,11,0,72,4,1,0,1,1,3.0,10.0,2,0.0
7383,7192,5,5,123,15,1,0,0,1,2.0,100.0,13,0.0
7384,10470,10,11,165,15,0,0,0,1,2.0,100.0,13,0.0
7385,7622,13,0,194,15,1,0,0,1,1.0,100.0,37,0.0
7386,7057,13,5,67,15,1,0,0,1,2.0,1000.0,13,0.0
7387,9350,2,11,239,15,0,0,0,1,3.0,500.0,13,0.0
7388,12631,13,5,58,15,1,0,0,1,,500.0,37,0.0
7389,11460,13,0,121,4,1,0,1,1,10.0,30.0,2,0.0
7390,9759,10,0,309,15,1,0,1,1,,200.0,37,0.0
7391,10743,6,0,72,15,1,0,0,1,3.0,200.0,13,0.0
7392,654,11,0,249,4,0,0,1,1,10.0,10.0,2,0.0
7393,2069,0,3,44,14,1,0,1,1,0.0,530.504,43,0.0
7394,6557,2,5,281,15,1,0,0,1,,100.0,37,0.0
7395,5151,11,11,165,15,1,0,0,1,4.0,10.0,37,0.0
7396,4493,0,0,249,4,1,0,0,1,2.0,10.0,2,0.0
7397,2498,13,0,72,15,1,0,0,1,10.0,1000.0,13,0.0
7398,14465,13,0,304,15,1,0,0,1,5.0,500.0,13,0.0
7399,2163,13,0,91,4,1,0,1,1,1.0,20.0,2,0.0
7400,7621,5,0,309,15,1,0,0,1,5.0,500.0,37,0.0
7401,9303,0,3,44,15,1,0,1,1,0.0,1900.0,36,1.0
7402,7459,11,0,249,4,1,0,1,1,2.0,10.0,2,0.0
7403,2614,2,11,78,15,1,0,0,1,3.0,50.0,36,0.0
7404,9545,2,5,317,15,1,0,1,1,,500.0,13,0.0
7405,2552,2,0,72,4,1,0,0,1,5.0,10.0,2,0.0
7406,4873,5,0,72,4,1,0,0,1,1.0,30.0,2,0.0
7407,10589,0,19,104,15,1,0,1,1,3.0,30.0,37,1.0
7408,901,2,9,197,5,1,0,0,1,3.0,3100.0,29,1.0
7409,7185,2,11,165,15,1,0,0,1,3.0,300.0,13,0.0
7410,1632,2,0,72,4,1,0,0,1,1.0,10.0,2,0.0
7411,13057,5,11,165,5,1,0,0,1,1.0,10.0,22,0.0
7412,4774,2,0,89,4,1,0,0,1,4.0,20.0,2,0.0
7413,4612,2,5,281,15,0,0,0,1,5.0,500.0,13,0.0
7414,10890,14,0,91,4,1,0,1,1,1.0,10.0,2,0.0
7415,4914,2,0,111,4,0,0,1,1,1.0,15.0,2,0.0
7416,3115,2,11,165,15,1,0,0,1,4.0,150.0,37,0.0
7417,2783,13,11,211,5,1,0,0,1,6.0,50.0,22,0.0
7418,10009,2,5,123,15,0,0,0,3,,2000.0,36,0.0
7419,2706,14,2,140,3,0,0,1,1,,,28,1.0
7420,13791,5,0,72,4,1,0,1,1,2.0,10.0,2,0.0
7421,2628,1,5,258,5,1,0,0,1,10.0,80.0,29,0.0
7422,3811,13,0,81,4,1,0,1,1,5.0,15.0,2,0.0
7423,4651,5,5,123,15,0,0,1,1,1.0,1000.0,40,0.0
7424,9824,11,5,96,15,1,0,1,1,,500.0,37,0.0
7425,10621,2,5,123,15,1,0,0,1,2.0,100.0,37,0.0
7426,7060,1,0,72,4,1,0,0,1,4.0,10.0,2,0.0
7427,4309,3,0,328,4,1,0,0,1,3.0,20.0,2,0.0
7428,13581,11,0,194,15,1,0,0,1,5.0,50.0,37,0.0
7429,11669,14,11,136,15,1,0,0,1,13.0,31.0,13,0.0
7430,9489,11,6,138,15,1,0,0,1,,50.0,13,0.0
7431,12767,13,5,123,15,1,0,0,1,4.0,50.0,13,0.0
7432,758,11,0,129,4,1,0,1,1,8.0,88.0,2,0.0
7433,11206,2,5,258,15,1,0,0,1,3.0,200.0,37,0.0
7434,7938,5,0,72,4,1,0,0,1,1.0,10.0,2,0.0
7435,4930,13,5,233,15,1,0,0,1,5.0,200.0,13,0.0
7436,4031,5,5,333,15,0,0,1,1,,500.0,13,0.0
7437,9263,2,0,43,15,1,0,0,1,3.0,500.0,13,0.0
7438,7654,0,5,58,15,0,0,1,1,,300.0,40,0.0
7439,8424,11,0,121,15,1,0,0,1,9.0,200.0,37,0.0
7440,7071,0,5,58,15,1,0,0,1,,35.0,13,0.0
7441,6991,13,0,72,4,1,0,1,1,2.0,100.0,2,0.0
7442,11094,5,5,123,15,0,0,0,1,3.0,10.0,37,0.0
7443,572,5,11,102,15,1,0,0,1,3.0,20.0,37,0.0
7444,1666,2,5,123,15,1,0,0,1,3.0,500.0,13,0.0
7445,10351,15,5,333,1,1,0,0,1,3.0,87.9034,16,0.0
7446,4917,2,0,91,4,1,0,0,1,2.0,10.0,2,0.0
7447,9022,2,9,237,5,1,0,1,1,5.0,717437.0,29,1.0
7448,1867,5,0,72,4,0,0,1,1,1.0,10.0,2,0.0
7449,9422,5,14,192,15,0,0,0,1,2.0,50.0,37,0.0
7450,3588,6,0,304,15,1,0,0,1,2.0,10.0,13,0.0
7451,394,1,5,123,15,1,0,0,1,3.0,500.0,13,0.0
7452,9522,0,0,72,5,0,0,1,1,8.0,100.0,22,0.0
7453,8450,0,0,40,4,1,0,0,1,5.0,20.0,2,0.0
7454,7604,0,14,14,15,1,0,0,3,,100.0,37,0.0
7455,9816,5,0,91,4,1,0,1,1,1.0,10.0,2,0.0
7456,9318,11,5,58,15,1,0,0,1,10.0,100.0,13,0.0
7457,12887,13,5,317,15,1,0,0,1,3.0,500.0,13,0.0
7458,10074,1,0,72,4,1,0,1,1,1.0,10.0,2,0.0
7459,4509,0,9,237,5,1,0,1,1,2.0,20.0,29,1.0
7460,1261,14,5,258,15,1,0,0,1,4.0,50.0,13,0.0
7461,10062,13,0,40,4,1,0,1,1,5.0,20.0,2,0.0
7462,11724,13,11,78,15,1,0,0,1,2.0,500.0,13,0.0
7463,13913,14,0,72,4,1,0,1,1,1.0,10.0,2,0.0
7464,11220,5,0,309,15,1,0,0,1,5.0,100.0,13,0.0
7465,3574,0,3,311,15,1,0,0,3,,50.0,13,1.0
7466,2140,0,0,230,4,1,0,0,1,2.0,20.0,2,0.0
7467,6091,11,0,72,4,1,0,1,1,1.0,15.0,2,0.0
7468,10123,2,5,61,15,1,0,0,1,3.0,500.0,37,0.0
7469,4847,13,5,123,15,1,0,1,1,2.0,500.0,13,0.0
7470,14664,10,0,309,4,1,0,1,1,5.0,10.0,2,0.0
7471,12625,2,0,81,4,1,0,0,1,4.0,20.0,2,0.0
7472,12857,2,0,309,4,1,0,1,1,3.0,10.0,2,0.0
7473,5404,13,0,72,4,1,0,0,1,1.0,10.0,2,0.0
7474,12751,11,0,194,4,1,0,1,1,1.0,10.0,2,0.0
7475,247,2,5,123,15,1,0,0,1,2.0,200.0,37,0.0
7476,367,10,5,115,15,1,0,0,1,5.0,100.0,37,0.0
7477,7752,5,5,58,15,1,0,1,1,2.0,1000.0,13,0.0
7478,12312,11,10,275,15,0,0,1,1,,2000.0,37,0.0
7479,9439,10,0,249,4,1,0,1,1,3.0,10.0,2,0.0
7480,146,13,0,91,4,1,0,1,1,10.0,10.0,2,0.0
7481,9962,5,5,317,15,1,0,1,1,,300.0,37,0.0
7482,12287,15,5,317,15,0,0,1,1,,500.0,40,0.0
7483,7358,0,3,44,3,1,0,1,1,3.0,,28,1.0
7484,13993,11,6,138,15,1,0,0,1,5.0,10.0,13,0.0
7485,14695,13,5,123,15,1,0,0,1,4.0,100.0,13,0.0
7486,4902,2,3,44,5,1,0,1,1,10.0,20000.0,29,0.0
7487,7157,1,3,44,5,1,0,1,1,10.0,3000.0,29,0.0
7488,570,14,0,43,15,1,0,0,1,4.0,50.0,13,0.0
7489,9652,2,11,136,15,1,0,0,1,10.0,500.0,13,0.0
7490,2177,1,11,165,15,1,0,0,1,3.0,5000.0,13,0.0
7491,8441,13,5,123,15,1,0,0,1,3.0,100.0,37,0.0
7492,14709,14,0,72,4,0,0,1,1,4.0,60.0,2,0.0
7493,10907,5,11,241,5,1,0,0,1,3.0,50.0,22,0.0
7494,598,11,0,72,4,0,0,1,1,3.0,20.0,2,0.0
7495,268,15,0,40,4,1,0,1,1,3.0,100.0,2,0.0
7496,13046,0,3,44,15,1,0,1,1,,500.0,37,1.0
7497,1043,13,11,136,15,1,0,0,1,5.0,200.0,13,0.0
7498,7066,2,6,134,15,1,0,0,1,3.0,30.0,37,0.0
7499,9087,2,0,72,4,1,0,1,1,4.0,20.0,2,0.0
7500,2489,2,0,111,4,0,0,1,1,6.0,100.0,2,0.0
7501,9638,5,5,115,15,1,0,0,1,13.0,500.0,37,0.0
7502,1386,5,0,146,4,1,0,0,1,1.0,10.0,2,0.0
7503,12074,13,5,115,15,1,0,0,1,3.0,500.0,13,0.0
7504,13637,14,11,136,15,1,0,0,1,5.0,100.0,36,0.0
7505,10004,10,5,333,15,1,0,1,1,60.0,2000.0,10,0.0
7506,10885,1,0,111,4,1,0,1,1,6.0,15.0,2,0.0
7507,8194,15,5,123,15,1,0,0,1,5.0,100.0,37,0.0
7508,424,6,5,333,15,1,0,0,1,1.0,200.0,13,0.0
7509,13570,2,11,102,15,1,0,0,1,2.0,100.0,37,0.0
7510,8292,11,0,72,4,1,0,1,1,2.0,10.0,2,0.0
7511,3569,5,11,165,15,1,0,0,1,2.0,50.0,37,0.0
7512,2353,0,9,237,15,1,0,1,1,,1000.0,37,0.0
7513,1248,13,11,92,15,1,0,0,1,3.0,50.0,37,0.0
7514,12354,2,11,239,15,1,0,0,1,2.0,100.0,37,0.0
7515,1865,5,5,281,15,1,0,1,1,2.0,1000.0,36,0.0
7516,3048,13,5,317,15,1,0,0,1,3.0,100.0,37,0.0
7517,2307,1,0,72,4,1,0,1,1,2.0,10.0,2,0.0
7518,14520,0,11,103,15,1,0,1,1,,10.0,36,0.0
7519,10724,5,5,123,15,1,0,0,1,50.0,1000.0,36,0.0
7520,5985,1,3,98,15,1,0,1,1,0.0,200.0,13,1.0
7521,12166,1,0,249,4,0,0,1,1,2.0,12.0,2,0.0
7522,9642,14,6,134,15,1,0,0,1,1.0,30.0,13,0.0
7523,14468,11,6,190,15,1,0,0,1,3.0,100.0,13,0.0
7524,7650,11,5,317,15,1,0,0,1,4.0,1000.0,13,0.0
7525,5740,13,5,123,15,1,0,0,1,3.0,101.0,37,0.0
7526,9378,0,5,281,15,1,0,1,1,,100.0,13,0.0
7527,12456,11,14,14,6,1,0,0,1,5.0,15.0,18,0.0
7528,10772,13,0,249,4,1,0,1,1,2.0,10.0,2,0.0
7529,3845,13,5,269,15,1,0,0,1,2.0,500.0,13,0.0
7530,5643,5,0,72,15,1,0,1,1,,200.0,13,0.0
7531,7149,11,5,220,15,1,0,0,1,6.0,500.0,13,0.0
7532,7743,13,5,317,15,1,0,1,1,,101.0,13,0.0
7533,10825,11,14,272,15,1,0,0,1,5.0,3000.0,13,0.0
7534,6096,11,0,249,4,1,0,1,1,4.0,10.0,2,0.0
7535,7031,5,0,72,4,1,0,0,1,1.0,50.0,2,0.0
7536,11627,10,5,317,15,1,0,0,1,8.0,6000.0,13,0.0
7537,8684,13,0,249,4,1,0,1,1,3.0,20.0,2,0.0
7538,3446,5,15,84,15,1,0,0,3,,647668.84,12,0.0
7539,4271,5,3,341,5,1,0,1,1,3.0,26770.0,29,1.0
7540,6660,13,0,72,15,1,0,0,3,,50.0,13,0.0
7541,4133,11,0,91,4,1,0,1,1,2.0,10.0,2,0.0
7542,6063,10,11,52,4,0,0,1,1,1.0,15.0,2,0.0
7543,12764,11,11,211,15,1,0,0,1,4.0,50.0,37,0.0
7544,11402,10,5,123,15,1,0,0,1,3.0,500.0,13,0.0
7545,384,14,11,30,4,1,0,0,1,5.0,40.0,2,0.0
7546,233,13,0,309,15,1,0,0,1,5.0,101.0,37,0.0
7547,1811,14,3,98,15,1,0,1,1,3.0,500.0,13,0.0
7548,2944,1,0,249,4,1,0,0,1,2.0,10.0,2,0.0
7549,9086,14,12,294,15,1,0,1,1,,30000.0,42,0.0
7550,5866,2,3,341,15,1,0,1,1,,1000.0,40,0.0
7551,1164,15,5,123,15,1,0,0,1,3.0,600.0,13,0.0
7552,12789,5,5,123,15,0,0,0,1,1.0,1000.0,40,0.0
7553,7516,0,9,237,15,1,0,0,3,,150000.0,36,1.0
7554,4897,2,3,341,5,1,0,0,1,5.0,100000.0,29,1.0
7555,14203,13,5,344,15,1,0,0,1,6.0,80.0,37,0.0
7556,14514,0,5,58,15,1,0,1,1,,500.0,37,0.0
7557,10487,13,5,96,15,1,0,0,1,,50.0,13,0.0
7558,2849,5,5,175,15,1,0,0,3,,100.0,37,0.0
7559,5436,1,5,175,15,1,0,1,1,,50.0,37,0.0
7560,6439,11,0,249,4,0,0,1,1,3.0,15.0,2,0.0
7561,5867,2,5,123,15,1,0,0,1,13.0,500.0,13,0.0
7562,6785,14,0,249,4,0,0,0,1,2.0,10.0,2,0.0
7563,4433,0,6,134,15,1,0,0,1,2.0,50.0,13,0.0
7564,1664,6,5,58,15,1,0,1,1,2.0,500.0,13,0.0
7565,5739,5,5,123,15,1,0,0,1,2.0,100.0,37,0.0
7566,1114,15,9,95,5,1,0,1,1,4.0,30010.0,29,1.0
7567,11481,13,0,72,4,1,0,1,1,2.0,10.0,2,0.0
7568,6942,5,5,123,15,1,0,0,3,,3160.0,37,0.0
7569,7329,2,0,72,4,1,0,1,1,1.0,10.0,2,0.0
7570,4432,13,5,73,15,1,0,0,1,2.0,1000.0,37,0.0
7571,4480,6,5,58,15,1,0,1,1,3.0,500.0,40,0.0
7572,11892,11,11,165,15,1,0,0,1,5.0,10.0,37,0.0
7573,4595,15,0,91,15,1,0,1,1,3.0,10000.0,36,0.0
7574,7531,0,2,86,15,1,0,0,1,0.0,58.0,13,0.0
7575,3342,2,11,30,4,1,0,0,1,1.0,10.0,2,0.0
7576,3404,13,11,63,15,1,0,0,1,2.0,50.0,13,0.0
7577,7942,2,0,72,4,0,0,1,1,5.0,30.0,2,0.0
7578,4374,5,11,165,15,1,0,1,1,,500.0,13,0.0
7579,8620,2,11,164,4,1,0,0,1,4.0,68.0,2,0.0
7580,5535,13,5,233,15,1,0,0,1,30.0,1000.0,36,0.0
7581,8276,5,10,282,15,1,0,0,1,1.0,100.0,37,0.0
7582,4709,5,5,317,14,1,0,0,1,23.0,33700.0,0,0.0
7583,4696,13,5,123,5,1,0,0,1,3.0,50.0,22,0.0
7584,9402,0,10,87,15,1,0,1,1,,10000.0,36,0.0
7585,6481,11,5,333,15,1,0,0,1,,200.0,37,0.0
7586,6921,13,0,91,4,1,0,0,1,5.0,50.0,2,0.0
7587,12562,11,0,309,4,1,0,0,1,1.0,10.0,2,0.0
7588,7178,13,5,317,15,1,0,0,1,5.0,10.0,37,0.0
7589,6221,11,5,317,15,1,0,0,1,6.0,8000.0,37,0.0
7590,7133,10,5,123,15,1,0,0,3,,10.0,37,0.0
7591,7441,15,5,220,15,1,0,0,1,3.0,100.0,13,0.0
7592,4275,13,0,91,4,1,0,0,1,6.0,20.0,2,0.0
7593,4443,5,11,103,15,0,0,1,1,,100.0,36,0.0
7594,4657,2,5,175,15,1,0,0,1,2.0,1000.0,13,0.0
7595,2417,2,5,123,15,1,0,0,1,5.0,50.0,37,0.0
7596,309,14,6,190,15,1,0,0,1,3.0,30.0,37,0.0
7597,72,5,5,317,15,1,0,0,1,20.0,2000.0,36,0.0
7598,10651,1,10,110,5,1,0,0,1,1.0,200.0,22,0.0
7599,1486,11,0,249,4,1,0,1,1,2.0,10.0,2,0.0
7600,3286,2,5,20,15,1,0,0,1,3.0,100.0,37,0.0
7601,913,13,11,165,15,1,0,0,1,3.0,50.0,37,0.0
7602,13396,2,11,39,15,0,0,0,1,,50.0,13,0.0
7603,171,1,5,123,15,1,0,0,1,12.0,300.0,13,0.0
7604,14209,14,0,72,4,1,0,1,1,3.0,15.0,2,0.0
7605,9661,13,0,121,4,1,0,1,1,6.0,15.0,2,0.0
7606,9872,14,0,72,4,1,0,1,1,1.0,10.0,2,0.0
7607,5022,2,5,281,15,1,0,1,1,,1500.0,13,0.0
7608,10433,13,14,243,15,1,0,0,1,3.0,10.0,13,0.0
7609,1122,13,5,123,15,1,0,0,1,2.0,500.0,37,0.0
7610,7836,11,0,249,4,0,0,1,1,1.0,10.0,2,0.0
7611,3173,5,6,138,15,1,0,0,1,3.0,100.0,37,0.0
7612,10785,2,5,317,15,1,0,0,3,,100.0,40,0.0
7613,12169,13,0,249,4,1,0,1,1,2.0,60.0,2,0.0
7614,11909,2,0,91,15,1,0,0,1,3.0,500.0,37,0.0
7615,1768,10,0,72,4,0,0,1,1,2.0,10.0,2,0.0
7616,1612,5,5,233,15,0,0,0,1,2.0,50.0,37,0.0
7617,12568,13,5,317,15,1,0,0,1,5.0,300.0,37,0.0
7618,2759,6,0,249,4,1,0,0,1,4.0,12.0,2,0.0
7619,5280,15,0,249,4,0,0,1,1,18.0,50.0,2,0.0
7620,6226,11,5,115,15,1,0,0,1,2.0,1080.0,13,0.0
7621,8030,5,3,168,7,1,0,0,1,5.0,300.0,17,0.0
7622,12896,11,5,123,15,1,0,0,1,4.0,200.0,13,0.0
7623,10912,2,5,123,15,0,0,0,1,2.0,2100.0,37,0.0
7624,8982,5,5,123,15,1,0,0,1,3.0,3000.0,13,0.0
7625,780,0,0,91,15,1,0,1,1,3.0,200.0,40,1.0
7626,14366,5,0,72,4,1,0,1,1,2.0,50.0,2,0.0
7627,5841,2,9,237,5,1,0,1,1,8.0,4550.0,29,1.0
7628,625,2,5,317,15,1,0,0,1,3.0,50.0,37,0.0
7629,88,11,0,72,4,1,0,1,1,1.0,15.0,2,0.0
7630,10921,2,0,91,15,1,0,0,1,2.0,1000.0,13,0.0
7631,12151,2,3,44,5,1,0,1,1,3.0,5870.0,29,1.0
7632,1253,13,0,249,4,1,0,1,1,1.0,10.0,2,0.0
7633,7616,10,11,63,15,1,0,0,1,10.0,100.0,13,0.0
7634,2477,6,11,165,15,1,0,0,1,1.0,10.0,13,0.0
7635,6643,0,3,341,3,1,0,1,1,3.0,,28,1.0
7636,4485,5,0,91,15,1,0,0,1,10.0,50.0,37,0.0
7637,14133,10,5,123,15,1,0,0,1,10.0,100.0,37,0.0
7638,4130,13,0,81,4,0,0,1,1,3.0,100.0,2,0.0
7639,4131,5,14,243,15,1,0,0,1,13.0,200.0,37,0.0
7640,11560,6,0,72,4,0,0,1,1,5.0,10.0,2,0.0
7641,2029,11,10,137,4,1,0,0,1,3.0,10.0,2,0.0
7642,13982,10,0,43,15,1,0,1,1,,200.0,37,0.0
7643,6131,2,0,91,4,1,0,0,1,2.0,10.0,2,0.0
7644,9482,2,5,96,15,1,0,0,1,,10.0,37,0.0
7645,1539,5,5,58,15,1,0,1,1,,500.0,13,0.0
7646,10483,11,0,91,4,1,0,0,1,1.0,20.0,2,0.0
7647,5150,2,10,306,15,1,0,0,1,5.0,1000.0,36,0.0
7648,13152,13,5,317,15,1,0,0,1,3.0,100.0,13,0.0
7649,10777,13,0,72,4,0,0,1,3,10.0,100.0,2,0.0
7650,11527,10,14,243,15,1,0,0,1,3.0,122.0,13,0.0
7651,9380,13,5,123,15,1,0,0,1,13.0,300.0,36,0.0
7652,3841,5,0,309,4,1,0,0,1,2.0,13.0,2,0.0
7653,9849,1,11,211,15,1,0,0,1,5.0,50.0,13,0.0
7654,7864,2,6,134,15,1,0,0,1,5.0,50.0,13,0.0
7655,6428,2,0,91,15,1,0,0,1,2.0,500.0,13,0.0
7656,8688,0,5,55,15,0,0,1,1,,1000.0,10,0.0
7657,13970,2,5,18,15,1,0,0,1,3.0,100.0,37,0.0
7658,3135,2,3,44,5,1,0,1,1,3.0,105.0,29,1.0
7659,9705,5,5,123,15,1,0,0,1,5.0,1800.0,36,0.0
7660,5486,1,3,31,5,1,0,1,1,2.0,1000.0,29,1.0
7661,10347,11,0,72,4,1,0,1,3,2.0,10.0,2,0.0
7662,7419,2,5,123,15,1,0,0,1,3.0,30.0,37,0.0
7663,6526,5,0,72,4,1,0,1,1,3.0,10.0,2,0.0
7664,1927,11,5,317,15,1,0,0,1,2.0,500.0,37,0.0
7665,7617,5,5,233,15,1,0,0,1,2.0,50.0,37,0.0
7666,2613,1,0,117,15,1,0,0,1,5.0,500.0,37,0.0
7667,5738,5,14,243,15,1,0,0,1,13.0,1000.0,37,0.0
7668,9497,2,0,72,4,1,0,0,1,4.0,20.0,2,0.0
7669,11298,11,0,91,6,1,0,0,1,5.0,300.0,18,0.0
7670,6619,13,10,282,5,1,0,0,1,10.0,50.0,22,0.0
7671,7488,10,3,341,15,1,0,0,1,5.0,10000.0,42,0.0
7672,12122,14,0,111,4,1,0,0,1,2.0,12.0,2,0.0
7673,9896,6,5,115,15,1,0,0,1,4.0,30.0,13,0.0
7674,13385,1,11,30,4,1,0,1,1,1.0,10.0,2,0.0
7675,12124,0,3,44,5,1,0,1,1,3.0,10540.0,29,1.0
7676,3781,2,3,44,15,1,0,1,1,,1000.0,13,0.0
7677,13830,5,0,72,4,1,0,1,1,4.0,50.0,2,0.0
7678,1955,11,5,123,15,1,0,0,1,3.0,2160.0,13,0.0
7679,219,14,10,110,4,0,0,1,1,8.0,30.0,2,0.0
7680,14459,2,0,91,15,1,0,1,1,,100.0,37,0.0
7681,1921,2,5,317,15,1,0,0,1,2.0,30.0,37,0.0
7682,11589,1,0,91,15,1,0,0,1,0.0,60.0,13,0.0
7683,1725,10,11,30,4,1,0,1,1,3.0,50.0,2,0.0
7684,13225,0,3,44,15,1,0,0,1,,1000.0,13,0.0
7685,8685,11,0,249,4,1,0,0,1,2.0,15.0,2,0.0
7686,332,5,5,55,15,1,0,0,1,2.0,500.0,13,0.0
7687,10490,5,5,73,15,1,0,0,1,3.0,582.0,13,0.0
7688,8431,0,0,309,15,1,0,0,1,,108.0,37,0.0
7689,4375,1,3,44,5,1,0,1,1,,3000.0,29,1.0
7690,11161,11,0,309,4,1,0,1,1,3.0,10.0,2,0.0
7691,10461,1,0,249,4,1,0,1,1,2.0,20.0,2,0.0
7692,5773,2,5,73,15,1,0,0,1,3.0,1000.0,13,0.0
7693,5588,1,0,72,4,1,0,1,1,1.0,10.0,2,0.0
7694,13087,13,0,309,4,1,0,1,1,5.0,15.0,2,0.0
7695,9466,1,0,249,4,1,0,1,1,3.0,15.0,2,0.0
7696,14730,11,6,138,4,1,0,1,1,3.0,20.0,2,0.0
7697,9691,2,5,123,15,1,0,0,1,5.0,50.0,13,0.0
7698,7666,11,10,282,15,0,0,0,1,,5000.0,13,0.0
7699,10006,2,5,123,15,0,0,0,1,2.0,50.0,37,0.0
7700,14171,11,10,110,4,1,0,1,1,1.0,10.0,2,0.0
7701,10159,11,0,249,4,0,0,1,1,4.0,20.0,2,0.0
7702,3638,2,0,72,4,1,0,0,1,2.0,10.0,2,0.0
7703,6455,2,9,237,5,1,0,1,1,2.0,0.5,29,1.0
7704,1439,10,9,237,5,1,0,0,1,1.0,10000.0,29,1.0
7705,10939,2,0,249,4,1,0,0,3,3.0,50.0,2,0.0
7706,14816,13,5,281,15,1,0,0,1,,500.0,13,0.0
7707,6128,10,0,254,4,1,0,0,1,5.0,10.0,2,0.0
