,Unnamed: 0,oplocdistrict,industryphy,industryco,enttype,state,adbusign,townsign,regtype,empnum,regcap,enttypegb,label
11289,11289,2,5,3,15,1,0,0,1,3,2,37,0.0
11290,11290,2,11,63,15,1,0,0,1,2,0,13,0.0
11291,11291,13,0,91,4,1,0,1,1,4,1,2,0.0
11292,11292,0,18,203,15,1,0,1,1,3,2,13,0.0
11293,11293,13,5,123,15,1,0,0,1,2,0,37,0.0
11294,11294,1,5,123,15,1,0,0,1,1,4,37,0.0
11295,11295,2,5,20,15,1,0,0,1,2,3,13,0.0
11296,11296,1,0,72,4,1,0,1,1,6,2,2,0.0
11297,11297,5,11,165,15,1,0,0,1,2,7,13,0.0
11298,11298,1,0,72,4,1,0,1,1,3,2,2,0.0
11299,11299,10,0,249,4,1,0,1,1,6,1,2,0.0
11300,11300,1,0,309,15,1,0,0,1,8,2,37,0.0
11301,11301,11,0,309,15,1,0,0,1,3,3,13,0.0
11302,11302,5,5,61,15,1,0,0,1,2,3,37,0.0
11303,11303,1,0,91,15,1,0,0,1,3,2,37,0.0
11304,11304,13,11,92,4,1,0,1,1,6,2,2,0.0
11305,11305,2,5,317,15,0,0,0,1,3,2,37,0.0
11306,11306,11,10,137,5,1,0,1,1,2,1,22,0.0
11307,11307,0,0,40,4,1,0,0,1,1,0,2,0.0
11308,11308,2,5,317,15,1,0,0,1,3,2,37,0.0
11309,11309,2,5,123,15,1,0,0,1,2,4,37,0.0
11310,11310,14,5,58,15,1,0,0,1,9,7,40,0.0
11311,11311,13,0,309,15,1,0,0,1,2,2,13,0.0
11312,11312,5,5,123,15,1,0,0,1,3,4,13,0.0
11313,11313,5,5,281,15,1,0,0,1,3,2,37,0.0
11314,11314,11,0,40,4,1,0,1,1,15,1,2,0.0
11315,11315,5,5,58,15,1,0,1,1,3,4,13,0.0
11316,11316,2,0,91,4,1,0,0,1,4,0,2,0.0
11317,11317,6,0,40,4,1,0,1,1,5,1,2,0.0
11318,11318,5,11,136,5,1,0,0,1,2,0,22,0.0
11319,11319,2,3,341,15,0,0,1,1,3,3,37,0.0
11320,11320,5,0,249,4,1,0,1,1,1,1,2,0.0
11321,11321,2,5,317,15,0,0,0,1,3,3,13,0.0
11322,11322,2,5,123,15,1,0,0,1,2,2,37,0.0
11323,11323,11,0,81,4,1,0,0,1,2,1,2,0.0
11324,11324,5,0,72,4,1,0,1,1,2,0,2,0.0
11325,11325,5,5,123,15,1,0,0,1,2,4,37,0.0
11326,11326,6,5,123,15,1,0,0,1,13,6,13,0.0
11327,11327,13,11,165,15,0,0,0,1,4,0,13,0.0
11328,11328,14,5,123,15,0,0,0,1,5,4,13,0.0
11329,11329,5,0,117,15,1,0,0,1,3,3,13,0.0
11330,11330,2,11,211,4,1,0,1,1,4,1,2,0.0
11331,11331,2,3,54,3,1,0,0,4,3,4,27,1.0
11332,11332,15,0,146,15,1,0,1,1,3,1,13,0.0
11333,11333,0,3,341,15,1,0,1,1,3,4,37,0.0
11334,11334,13,11,85,15,1,0,0,1,2,2,13,0.0
11335,11335,2,11,165,15,1,0,0,1,2,4,37,0.0
11336,11336,2,0,72,4,0,0,1,1,3,1,2,0.0
11337,11337,14,10,137,4,1,0,1,1,2,0,2,0.0
11338,11338,6,5,123,15,1,0,0,1,2,4,13,0.0
11339,11339,2,0,309,4,1,0,1,1,2,0,2,0.0
11340,11340,1,0,249,4,1,0,1,1,2,0,2,0.0
11341,11341,2,5,123,15,1,0,0,1,6,4,40,0.0
11342,11342,2,11,136,15,2,0,0,1,3,2,13,0.0
11343,11343,11,0,328,15,1,0,0,1,3,2,37,0.0
11344,11344,10,0,91,15,1,0,0,1,5,4,13,0.0
11345,11345,5,0,328,15,1,0,0,1,13,7,13,0.0
11346,11346,5,5,258,15,1,0,0,1,3,3,37,0.0
11347,11347,1,11,211,4,1,0,1,1,4,1,2,0.0
11348,11348,15,5,317,15,1,0,0,1,3,0,13,0.0
11349,11349,2,3,341,15,1,0,1,1,3,7,13,1.0
11350,11350,1,5,317,15,1,0,0,1,10,4,13,0.0
11351,11351,13,5,281,15,1,0,1,1,3,4,13,0.0
11352,11352,5,5,317,5,1,0,0,3,10,0,22,0.0
11353,11353,2,5,317,15,1,0,0,1,3,2,13,0.0
11354,11354,13,5,115,15,1,0,0,1,5,4,13,0.0
11355,11355,14,6,138,15,1,0,0,1,3,2,37,0.0
11356,11356,11,0,249,4,0,0,1,1,3,0,2,0.0
11357,11357,10,12,268,15,1,0,1,1,3,6,40,0.0
11358,11358,5,5,123,15,1,0,0,1,2,2,13,0.0
11359,11359,13,5,233,14,1,0,1,1,3,6,32,0.0
11360,11360,2,5,317,15,0,0,0,1,2,4,37,0.0
11361,11361,14,5,258,15,0,0,0,1,5,8,36,0.0
11362,11362,13,11,259,15,0,0,1,1,3,4,13,0.0
11363,11363,2,5,123,15,1,0,0,1,6,3,13,0.0
11364,11364,2,11,165,15,1,0,0,1,3,3,37,0.0
11365,11365,5,0,43,15,1,0,0,1,13,2,37,0.0
11366,11366,10,0,91,15,1,0,0,1,8,2,13,0.0
11367,11367,11,0,72,15,0,0,0,1,50,0,13,0.0
11368,11368,2,5,123,15,1,0,0,1,1,4,37,0.0
11369,11369,13,0,91,15,1,0,1,1,3,0,37,0.0
11370,11370,10,14,192,15,1,0,0,1,5,4,13,0.0
11371,11371,14,0,328,4,1,0,1,1,2,1,2,0.0
11372,11372,0,3,44,3,0,0,1,1,3,4,26,1.0
11373,11373,5,5,317,15,1,0,0,1,3,1,37,0.0
11374,11374,1,3,44,5,1,0,1,1,10,9,29,1.0
11375,11375,13,5,317,15,1,0,1,1,3,4,13,0.0
11376,11376,13,5,123,15,1,0,0,1,2,6,13,0.0
11377,11377,11,0,249,4,1,0,1,1,4,1,2,0.0
11378,11378,0,0,292,4,0,0,1,1,2,0,2,0.0
11379,11379,1,0,249,4,1,0,1,1,2,1,2,0.0
11380,11380,13,5,73,15,1,0,1,1,3,6,13,0.0
11381,11381,2,14,255,15,1,0,0,1,3,2,37,0.0
11382,11382,11,0,91,4,1,0,1,1,3,1,2,0.0
11383,11383,5,5,58,15,1,0,1,1,3,4,13,0.0
11384,11384,5,5,269,15,1,0,0,1,2,2,37,0.0
11385,11385,10,5,317,15,1,0,0,1,3,2,37,0.0
11386,11386,2,0,309,15,1,0,0,3,3,2,13,0.0
11387,11387,11,5,123,15,1,0,0,1,3,4,37,0.0
11388,11388,13,0,72,4,1,0,1,1,4,0,2,0.0
11389,11389,5,0,121,4,1,0,1,1,3,0,2,0.0
11390,11390,13,5,123,15,0,0,0,1,5,4,13,0.0
11391,11391,2,0,72,4,1,0,0,1,5,0,2,0.0
11392,11392,2,11,165,5,0,0,1,1,1,0,22,0.0
11393,11393,11,6,190,15,0,0,0,1,4,4,13,0.0
11394,11394,5,5,20,15,1,0,0,1,3,2,13,0.0
11395,11395,1,5,269,15,1,0,0,1,5,4,10,0.0
11396,11396,10,10,137,15,1,0,0,1,5,5,37,0.0
11397,11397,11,14,243,15,1,0,0,1,2,4,37,0.0
11398,11398,2,6,134,15,1,0,0,1,2,4,13,0.0
11399,11399,14,0,72,4,1,0,0,1,3,0,2,0.0
11400,11400,11,10,110,15,1,0,0,1,4,2,13,0.0
11401,11401,2,0,72,4,0,0,1,1,3,1,2,0.0
11402,11402,5,0,249,4,1,0,0,1,1,1,2,0.0
11403,11403,14,5,123,15,1,0,0,1,2,3,37,0.0
11404,11404,2,0,91,15,1,0,0,1,2,4,37,0.0
11405,11405,2,9,237,5,1,0,0,1,5,0,29,1.0
11406,11406,11,0,309,4,1,0,0,1,1,1,2,0.0
11407,11407,2,11,165,15,0,0,0,1,3,3,13,0.0
11408,11408,2,11,102,15,1,0,0,1,3,3,13,0.0
11409,11409,2,0,328,15,1,0,1,1,3,1,37,0.0
11410,11410,11,6,190,15,1,0,0,1,10,1,37,0.0
11411,11411,0,0,238,15,1,1,0,1,3,9,10,0.0
11412,11412,10,3,44,15,1,0,0,1,3,8,42,0.0
11413,11413,5,5,73,15,1,0,0,1,20,4,13,0.0
11414,11414,15,0,40,4,1,0,0,1,3,0,2,0.0
11415,11415,2,0,249,4,1,0,1,1,8,1,2,0.0
11416,11416,13,0,121,4,1,0,1,1,2,1,2,0.0
11417,11417,5,11,136,5,1,0,0,3,10,1,22,0.0
11418,11418,13,11,234,15,1,0,0,3,3,4,13,0.0
11419,11419,14,5,18,15,1,0,1,1,3,2,13,0.0
11420,11420,2,5,317,15,1,0,1,1,3,4,13,0.0
11421,11421,2,9,237,5,1,0,1,1,5,4,29,0.0
11422,11422,11,5,61,15,1,0,0,1,3,4,13,0.0
11423,11423,13,0,81,15,1,0,0,1,3,2,40,0.0
11424,11424,2,0,40,4,1,0,0,1,3,0,2,0.0
11425,11425,1,0,249,4,0,0,1,1,1,0,2,0.0
11426,11426,2,11,136,15,1,0,0,1,3,0,37,0.0
11427,11427,1,5,55,15,1,0,0,1,5,4,10,0.0
11428,11428,5,0,121,4,1,0,1,3,2,1,2,0.0
11429,11429,14,6,134,4,0,0,1,1,2,0,2,0.0
11430,11430,10,0,91,15,1,0,0,1,5,3,37,0.0
11431,11431,13,0,309,4,1,0,1,1,8,1,2,0.0
11432,11432,5,0,72,4,1,0,1,1,5,1,2,0.0
11433,11433,13,0,72,15,1,0,0,1,3,2,37,0.0
11434,11434,6,5,123,15,1,0,0,1,4,4,13,0.0
11435,11435,11,5,269,15,1,0,0,1,2,6,13,0.0
11436,11436,15,5,123,15,1,0,0,1,3,2,37,0.0
11437,11437,2,0,249,4,1,0,1,1,3,0,2,0.0
11438,11438,13,5,317,14,1,0,1,1,3,6,32,0.0
11439,11439,5,5,317,15,1,0,1,1,3,4,13,0.0
11440,11440,5,11,165,15,1,0,0,1,3,4,13,0.0
11441,11441,2,11,165,15,1,0,0,1,18,4,37,0.0
11442,11442,14,11,30,4,1,0,1,1,8,2,2,0.0
11443,11443,2,5,20,4,1,0,1,1,2,0,2,0.0
11444,11444,15,5,281,15,5,0,0,1,3,4,37,0.0
11445,11445,10,5,123,15,1,0,0,1,3,2,37,0.0
11446,11446,2,5,123,15,1,0,0,1,2,4,37,0.0
11447,11447,5,11,85,15,1,0,0,1,2,4,13,0.0
11448,11448,1,6,134,15,1,0,0,1,3,2,37,0.0
11449,11449,13,5,73,15,1,0,0,1,13,6,13,0.0
11450,11450,2,5,123,15,1,0,0,1,2,2,37,0.0
11451,11451,5,0,309,15,1,0,0,1,3,2,13,0.0
11452,11452,5,3,44,15,1,0,1,1,3,4,13,1.0
11453,11453,0,3,205,5,1,0,1,1,5,1,29,1.0
11454,11454,13,0,72,4,1,0,1,1,2,2,2,0.0
11455,11455,5,0,72,4,1,0,1,1,3,1,2,0.0
11456,11456,11,0,72,4,1,0,1,1,2,0,2,0.0
11457,11457,2,3,341,15,1,0,1,1,3,8,13,0.0
11458,11458,2,5,179,15,1,0,0,1,3,4,37,0.0
11459,11459,5,0,309,15,1,0,0,3,3,3,13,0.0
11460,11460,2,11,164,15,1,0,0,1,3,2,13,0.0
11461,11461,14,11,211,15,1,0,1,1,1,4,37,0.0
11462,11462,11,0,72,4,1,0,1,1,2,1,2,0.0
11463,11463,13,11,136,15,1,0,0,1,3,0,37,0.0
11464,11464,0,3,44,15,1,0,1,1,3,7,40,1.0
11465,11465,11,0,91,15,1,0,0,1,3,4,13,0.0
11466,11466,13,5,317,15,1,0,0,1,3,4,37,0.0
11467,11467,2,3,341,5,1,0,1,1,5,0,29,1.0
11468,11468,11,0,249,4,1,0,1,1,1,0,2,0.0
11469,11469,13,14,243,15,1,0,0,1,3,6,37,0.0
11470,11470,2,5,20,15,1,0,0,1,1,2,13,0.0
11471,11471,0,9,237,15,1,0,1,1,3,8,13,0.0
11472,11472,11,6,190,4,1,0,1,1,6,0,2,0.0
11473,11473,5,5,233,15,1,0,0,1,1,4,37,0.0
11474,11474,11,0,146,4,1,0,1,1,1,0,2,0.0
11475,11475,10,0,309,4,1,0,1,1,12,1,2,0.0
11476,11476,2,0,249,4,1,0,1,1,1,0,2,0.0
11477,11477,5,5,317,15,1,0,0,1,3,6,36,0.0
11478,11478,2,5,73,15,1,0,0,1,4,6,13,0.0
11479,11479,0,0,91,4,0,0,1,1,10,0,2,0.0
11480,11480,2,0,89,15,1,0,1,1,3,4,40,0.0
11481,11481,0,8,331,15,1,0,1,1,3,4,13,0.0
11482,11482,2,5,123,15,1,0,0,1,13,2,37,0.0
11483,11483,2,9,237,5,1,0,1,1,3,8,29,1.0
11484,11484,0,3,44,15,1,0,1,1,3,3,13,0.0
11485,11485,5,11,165,15,1,0,1,1,3,6,37,0.0
11486,11486,13,10,306,15,1,0,0,1,5,3,13,0.0
11487,11487,10,5,233,15,1,0,0,1,7,2,13,0.0
11488,11488,10,5,175,15,1,0,0,1,10,6,13,0.0
11489,11489,5,0,309,4,1,0,0,1,4,1,2,0.0
11490,11490,2,11,165,15,1,0,0,1,6,3,37,0.0
11491,11491,1,0,91,15,1,0,0,1,1,6,37,0.0
11492,11492,2,0,72,15,1,0,1,1,3,2,37,0.0
11493,11493,0,3,44,5,1,0,1,1,30,9,29,1.0
11494,11494,2,5,344,15,1,0,0,1,12,4,13,0.0
11495,11495,5,5,317,15,1,0,0,1,2,2,13,0.0
11496,11496,2,9,237,5,1,0,1,1,2,8,29,1.0
11497,11497,2,5,123,15,1,0,0,1,3,2,13,0.0
11498,11498,2,11,136,5,1,0,0,1,3,4,22,0.0
11499,11499,5,0,309,15,1,0,0,1,3,3,13,0.0
11500,11500,5,0,72,4,1,0,0,1,3,0,2,0.0
11501,11501,5,0,72,4,1,0,0,1,1,1,2,0.0
11502,11502,2,0,72,4,1,0,0,1,3,1,2,0.0
11503,11503,14,11,78,15,1,0,0,1,2,6,37,0.0
11504,11504,2,5,123,15,1,0,0,1,2,4,37,0.0
11505,11505,13,14,243,15,1,0,1,1,3,1,37,0.0
11506,11506,5,0,249,4,0,0,1,1,1,0,2,0.0
11507,11507,13,5,123,15,1,0,0,1,3,3,37,0.0
11508,11508,1,0,91,15,1,0,0,1,2,2,37,0.0
11509,11509,14,5,296,15,1,0,0,1,2,3,37,0.0
11510,11510,2,10,110,5,1,0,0,1,2,1,22,0.0
11511,11511,1,6,134,15,1,0,0,1,3,2,13,0.0
11512,11512,14,11,211,4,1,0,0,1,3,2,2,0.0
11513,11513,13,11,136,15,1,0,0,1,4,3,13,0.0
11514,11514,14,11,39,15,1,0,0,1,2,2,37,0.0
11515,11515,11,0,72,4,1,0,1,1,2,0,2,0.0
11516,11516,11,5,258,15,1,0,0,1,4,4,13,0.0
11517,11517,1,11,136,15,1,0,0,1,20,4,13,0.0
11518,11518,5,0,81,15,1,0,1,1,3,2,37,0.0
11519,11519,5,5,61,15,1,0,0,1,2,3,37,0.0
11520,11520,2,5,123,15,1,0,0,1,12,4,37,0.0
11521,11521,5,11,136,15,1,0,0,1,2,0,13,0.0
11522,11522,14,0,249,4,1,0,0,1,2,0,2,0.0
11523,11523,15,0,72,4,0,0,1,1,5,0,2,0.0
11524,11524,5,0,72,4,1,0,0,1,1,0,2,0.0
11525,11525,2,5,20,15,0,0,0,1,3,0,13,0.0
11526,11526,2,14,243,15,1,0,0,1,3,6,13,0.0
11527,11527,2,11,92,4,1,0,0,1,5,1,2,0.0
11528,11528,5,0,91,4,1,0,1,1,4,1,2,0.0
11529,11529,2,6,190,15,1,0,0,1,8,2,13,0.0
11530,11530,11,11,136,5,2,0,0,3,5,0,22,0.0
11531,11531,2,3,44,5,1,0,1,1,2,7,29,1.0
11532,11532,10,0,249,4,1,0,1,1,2,0,2,0.0
11533,11533,5,5,20,15,1,0,0,3,3,2,13,0.0
11534,11534,11,10,282,15,1,0,0,1,3,6,13,0.0
11535,11535,13,5,333,15,1,0,0,1,3,3,13,0.0
11536,11536,5,11,136,15,1,0,0,1,2,1,13,0.0
11537,11537,2,0,81,4,1,0,0,1,8,2,2,0.0
11538,11538,13,5,123,15,1,0,0,1,3,4,36,0.0
11539,11539,10,0,91,15,1,0,0,1,3,2,37,0.0
11540,11540,1,0,249,4,1,0,1,1,1,0,2,0.0
11541,11541,13,5,61,15,1,0,0,1,2,1,13,0.0
11542,11542,0,5,317,15,1,0,0,1,3,2,37,0.0
11543,11543,2,14,243,15,2,0,0,3,3,2,37,0.0
11544,11544,2,5,123,15,1,0,0,1,3,8,37,0.0
11545,11545,5,0,72,4,0,0,1,1,2,1,2,0.0
11546,11546,2,5,123,15,1,0,0,1,13,4,37,0.0
11547,11547,13,0,72,4,1,0,1,1,2,2,2,0.0
11548,11548,14,11,234,15,1,0,0,1,2,2,37,0.0
11549,11549,5,5,58,15,1,0,0,1,1,6,37,0.0
11550,11550,11,0,304,15,0,0,0,1,2,2,37,0.0
11551,11551,1,3,341,15,1,0,1,1,3,8,42,0.0
11552,11552,13,11,234,15,1,0,0,1,3,0,37,0.0
11553,11553,2,0,129,15,1,0,0,1,2,0,37,0.0
11554,11554,0,3,341,15,1,0,1,1,3,8,13,0.0
11555,11555,2,0,72,4,1,0,0,3,1,0,2,0.0
11556,11556,13,5,317,15,1,0,0,1,3,2,37,0.0
11557,11557,2,5,115,15,1,0,0,1,5,2,37,0.0
11558,11558,5,5,123,15,1,0,0,1,3,6,13,0.0
11559,11559,6,5,58,15,1,0,0,1,5,5,13,0.0
11560,11560,2,0,72,15,1,0,0,3,3,6,13,0.0
11561,11561,5,0,309,4,1,0,1,1,1,0,2,0.0
11562,11562,14,0,91,4,1,0,1,1,3,0,2,0.0
11563,11563,5,11,165,15,1,0,1,3,3,3,13,0.0
11564,11564,11,0,249,4,1,0,1,1,1,1,2,0.0
11565,11565,10,5,317,15,1,0,0,1,6,6,37,0.0
11566,11566,13,0,249,4,1,0,1,1,2,0,2,0.0
11567,11567,14,0,249,4,1,0,1,1,1,0,2,0.0
11568,11568,10,0,249,4,1,0,1,1,12,1,2,0.0
11569,11569,10,5,344,15,1,0,0,1,3,4,13,0.0
11570,11570,5,5,58,15,1,0,1,1,3,2,37,0.0
11571,11571,5,11,165,15,1,0,0,1,5,7,13,0.0
11572,11572,13,0,91,15,1,0,0,1,2,0,37,0.0
11573,11573,15,0,146,15,1,0,1,1,3,2,37,0.0
11574,11574,2,0,111,4,0,0,1,1,6,1,2,0.0
11575,11575,1,14,243,15,0,0,0,1,3,4,13,0.0
11576,11576,6,0,249,4,1,0,1,1,1,0,2,0.0
11577,11577,2,5,269,15,1,0,0,1,2,2,13,0.0
11578,11578,14,3,98,15,1,0,1,1,3,5,37,1.0
11579,11579,11,5,258,15,1,0,0,1,3,4,37,0.0
11580,11580,1,6,215,15,1,0,0,1,5,1,13,0.0
11581,11581,2,5,123,15,1,0,0,1,3,4,13,0.0
11582,11582,13,5,123,15,1,0,0,1,3,6,13,0.0
11583,11583,5,0,249,4,1,0,1,1,1,0,2,0.0
11584,11584,0,11,165,15,0,0,0,1,3,2,37,0.0
11585,11585,5,0,81,15,1,0,0,1,3,0,37,0.0
11586,11586,1,0,91,4,1,0,1,1,1,0,2,0.0
11587,11587,2,5,123,15,1,0,0,1,3,4,37,0.0
11588,11588,14,5,258,5,1,0,0,1,2,0,22,0.0
11589,11589,13,5,317,15,1,0,0,1,2,4,13,0.0
11590,11590,5,5,317,15,0,0,1,1,3,8,13,0.0
11591,11591,13,11,92,15,1,0,1,1,3,3,13,0.0
11592,11592,11,0,249,4,1,0,1,1,3,1,2,0.0
11593,11593,2,6,138,15,1,0,0,1,2,4,13,0.0
11594,11594,11,0,72,4,1,0,1,1,3,2,2,0.0
11595,11595,13,5,123,15,1,0,0,1,3,4,13,0.0
11596,11596,13,0,43,15,1,0,0,1,2,2,37,0.0
11597,11597,0,5,281,15,0,0,1,1,3,4,13,0.0
11598,11598,14,5,25,5,1,0,0,1,2,4,22,0.0
11599,11599,2,9,128,15,1,0,0,1,7,4,36,0.0
11600,11600,14,5,317,15,1,0,0,1,3,2,13,0.0
11601,11601,11,0,249,4,1,0,1,1,1,0,2,0.0
11602,11602,5,5,317,15,1,0,0,1,3,4,13,0.0
11603,11603,5,5,333,15,1,0,0,1,3,2,37,0.0
11604,11604,5,5,58,15,1,0,0,1,3,3,13,0.0
11605,11605,5,3,44,5,1,0,1,1,17,4,29,1.0
11606,11606,11,0,111,4,0,0,1,1,20,2,2,0.0
11607,11607,2,3,341,5,1,0,0,1,3,0,29,0.0
11608,11608,6,0,72,15,1,0,0,1,1,2,37,0.0
11609,11609,1,14,243,15,1,0,0,1,10,6,13,0.0
11610,11610,2,5,233,15,1,0,0,1,13,4,13,0.0
11611,11611,5,10,275,15,1,0,0,1,2,4,13,0.0
11612,11612,11,5,73,15,1,0,0,1,3,6,37,0.0
11613,11613,13,5,123,15,1,0,0,1,3,2,37,0.0
11614,11614,14,0,91,4,1,0,1,1,3,2,2,0.0
11615,11615,11,0,91,4,1,0,0,1,12,1,2,0.0
11616,11616,13,5,123,15,1,0,0,1,2,2,37,0.0
11617,11617,5,11,85,15,1,0,0,1,1,4,13,0.0
11618,11618,2,0,91,15,1,0,0,1,3,4,13,0.0
11619,11619,2,0,111,4,0,0,1,1,6,1,2,0.0
11620,11620,11,0,309,4,0,0,1,1,3,0,2,0.0
11621,11621,2,0,72,4,1,0,0,1,5,1,2,0.0
11622,11622,1,14,243,15,0,0,0,1,3,4,13,0.0
11623,11623,1,5,269,15,1,0,1,1,3,2,37,0.0
11624,11624,5,2,198,3,1,0,1,1,3,4,28,1.0
11625,11625,14,0,72,4,1,0,0,1,5,1,2,0.0
11626,11626,10,0,309,4,1,0,0,1,1,0,2,0.0
11627,11627,13,0,72,4,1,0,1,1,2,2,2,0.0
11628,11628,2,0,129,4,1,0,0,1,5,0,2,0.0
11629,11629,5,5,123,15,1,0,0,1,2,1,13,0.0
11630,11630,1,5,123,15,1,0,0,1,2,6,13,0.0
11631,11631,0,12,268,15,2,0,0,1,4,7,40,0.0
11632,11632,2,5,317,15,1,0,0,1,5,4,36,0.0
11633,11633,2,11,165,15,0,0,0,1,2,2,13,0.0
11634,11634,14,3,341,15,1,0,1,1,3,6,37,0.0
11635,11635,0,3,341,15,1,0,1,1,3,6,36,1.0
11636,11636,5,14,243,15,1,0,0,1,6,2,37,0.0
11637,11637,2,3,44,5,1,0,1,1,10,7,29,1.0
11638,11638,2,6,134,15,0,0,1,1,3,2,13,0.0
11639,11639,2,5,123,15,1,0,0,1,2,6,13,0.0
11640,11640,11,0,72,4,1,0,1,1,2,0,2,0.0
11641,11641,14,0,328,4,0,0,1,1,2,0,2,0.0
11642,11642,11,11,165,15,1,0,0,1,4,5,13,0.0
11643,11643,5,0,72,15,1,0,0,1,3,6,37,0.0
11644,11644,2,5,61,15,1,0,0,1,2,4,13,0.0
11645,11645,11,0,72,4,1,0,1,1,1,1,2,0.0
11646,11646,14,0,72,15,1,0,0,1,3,2,37,0.0
11647,11647,5,0,89,4,1,0,0,1,1,1,2,0.0
11648,11648,2,5,123,15,1,0,0,1,5,2,40,0.0
11649,11649,1,0,72,4,1,0,1,1,2,0,2,0.0
11650,11650,5,3,168,7,1,0,0,1,3,4,17,0.0
11651,11651,13,0,91,4,1,0,1,1,1,0,2,0.0
11652,11652,14,0,91,4,1,0,1,1,2,2,2,0.0
11653,11653,15,0,91,15,0,0,0,1,3,2,37,0.0
11654,11654,5,11,39,15,1,0,0,1,3,3,37,0.0
11655,11655,13,5,339,15,1,0,0,1,2,2,13,0.0
11656,11656,1,5,123,5,1,0,0,1,2,2,22,0.0
11657,11657,10,5,269,15,1,0,0,1,5,2,13,0.0
11658,11658,2,5,317,15,1,0,0,1,3,2,37,0.0
11659,11659,5,0,72,15,0,0,1,1,3,2,40,0.0
11660,11660,2,0,40,4,1,0,0,1,4,1,2,0.0
11661,11661,10,5,175,15,1,0,0,1,12,2,37,0.0
11662,11662,13,3,341,15,1,0,1,1,3,4,37,0.0
11663,11663,13,11,245,15,0,0,1,1,3,2,13,0.0
11664,11664,2,11,78,15,1,0,0,1,2,2,37,0.0
11665,11665,0,9,325,15,1,0,1,1,3,6,13,1.0
11666,11666,5,5,317,15,1,0,0,1,2,3,37,0.0
11667,11667,1,0,91,5,0,0,0,1,2,3,29,0.0
11668,11668,1,0,72,4,1,0,0,1,2,0,2,0.0
11669,11669,5,5,281,15,1,0,1,1,3,7,37,0.0
11670,11670,2,0,249,4,1,0,1,1,3,0,2,0.0
11671,11671,0,0,72,4,0,0,0,1,2,1,2,0.0
11672,11672,1,0,249,4,1,0,0,1,1,1,2,0.0
11673,11673,14,0,72,4,1,0,0,1,1,0,2,0.0
11674,11674,15,5,317,15,1,0,1,1,3,4,13,0.0
11675,11675,5,5,281,15,1,0,0,1,2,2,37,0.0
11676,11676,1,0,309,4,1,0,1,1,2,2,2,0.0
11677,11677,13,5,55,15,1,0,1,1,2,2,13,0.0
11678,11678,11,0,72,4,1,0,1,1,2,1,2,0.0
11679,11679,13,5,317,15,1,0,1,1,3,2,13,0.0
11680,11680,2,5,123,15,1,0,1,1,3,2,37,0.0
11681,11681,2,5,281,15,0,0,1,1,3,4,13,0.0
11682,11682,11,14,243,6,1,0,0,1,3,2,18,0.0
11683,11683,1,5,317,15,1,0,1,1,4,4,13,0.0
11684,11684,14,5,20,15,1,0,1,1,3,0,37,0.0
11685,11685,10,5,317,15,1,0,0,1,3,3,13,0.0
11686,11686,5,5,220,15,1,0,0,1,1,8,10,0.0
11687,11687,2,5,123,15,1,0,0,1,3,4,13,0.0
11688,11688,0,0,91,15,1,0,0,1,0,7,13,1.0
11689,11689,13,0,249,4,1,0,1,1,2,2,2,0.0
11690,11690,11,3,98,15,1,0,1,1,3,2,13,1.0
11691,11691,5,5,344,15,1,0,0,1,10,2,13,0.0
11692,11692,13,5,281,15,1,0,0,1,3,3,37,0.0
11693,11693,14,0,40,4,1,0,1,1,2,2,2,0.0
11694,11694,5,5,123,15,1,0,0,1,2,2,37,0.0
11695,11695,0,19,104,3,1,0,1,1,3,4,28,1.0
11696,11696,13,5,123,15,1,0,0,1,5,4,13,0.0
11697,11697,14,0,249,4,1,0,0,1,3,1,2,0.0
11698,11698,5,11,30,4,1,0,0,1,3,0,2,0.0
11699,11699,1,11,92,4,1,0,0,1,2,0,2,0.0
11700,11700,5,5,73,15,1,0,0,1,2,4,13,0.0
11701,11701,13,5,281,15,1,0,1,1,3,6,36,0.0
11702,11702,5,5,58,15,1,0,1,1,3,6,36,0.0
11703,11703,2,5,317,15,1,0,0,1,2,1,37,0.0
11704,11704,14,0,249,4,1,0,0,1,10,2,2,0.0
11705,11705,1,0,309,15,1,0,1,1,8,2,13,0.0
11706,11706,15,0,195,4,1,0,0,1,2,1,2,0.0
11707,11707,2,5,333,15,1,0,0,1,3,3,37,0.0
11708,11708,13,11,63,15,1,0,0,1,3,2,13,0.0
11709,11709,2,0,40,4,0,0,1,1,2,0,2,0.0
11710,11710,5,0,15,15,1,0,0,3,3,2,13,0.0
11711,11711,2,0,72,4,0,0,0,1,1,0,2,0.0
11712,11712,15,5,233,15,1,0,0,1,50,4,36,0.0
11713,11713,14,5,175,15,0,0,0,1,5,2,37,0.0
11714,11714,5,11,165,15,1,0,1,3,3,2,13,1.0
11715,11715,1,10,273,15,1,0,1,1,3,6,10,0.0
11716,11716,11,0,121,4,1,0,1,1,3,2,2,0.0
11717,11717,2,0,72,4,1,0,0,1,5,0,2,0.0
11718,11718,13,5,123,15,0,0,0,1,1,2,37,0.0
11719,11719,13,5,123,15,1,0,0,1,5,6,13,0.0
11720,11720,2,5,317,15,1,0,0,1,2,2,37,0.0
11721,11721,11,0,91,15,0,0,0,1,2,6,37,0.0
11722,11722,13,11,63,15,1,0,0,1,5,2,13,0.0
11723,11723,0,3,44,15,1,0,1,1,0,6,13,0.0
