0,1,2,3,4,5,6,7,8,9,10,11,12,13
7348,6757,6,5,123,15,1,0,0,3,0,500,13,0
3251,3795,0,19,316,15,1,0,1,1,3,50,40,1
7349,14839,2,11,245,15,1,0,0,1,2,5000,13,0
1761,1301,2,9,237,15,1,0,1,1,0,1000,36,1
7350,1775,2,5,317,15,1,0,0,1,0,50,37,0
6618,6000,10,9,207,5,1,0,1,1,42,1116,29,1
7352,130,2,5,58,15,1,0,0,1,0,100,13,0
10153,3180,2,3,44,5,1,0,1,1,10,6862,29,1
7353,10181,2,5,317,15,1,0,0,3,0,100,37,0
13658,10241,0,9,95,15,1,0,0,1,5,74000,36,1
7354,2331,11,0,91,4,1,0,0,1,3,95,2,0
12954,1476,2,9,237,5,1,0,1,1,3,300,29,1
7355,10841,1,0,249,4,0,0,1,1,4,10,2,0
186,1741,2,9,237,5,0,0,1,1,5,150100,29,1
7356,5473,13,5,73,15,1,0,0,1,4,200,37,0
575,11830,11,3,54,15,1,0,1,1,0,60,10,1
7357,4859,5,5,281,15,0,0,1,1,2,100,40,0
5866,6478,5,9,237,5,1,0,1,3,3,10000,29,1
7358,13382,1,14,152,15,1,0,0,1,8,500,37,0
1984,2174,2,9,237,5,1,0,1,1,2,200100,29,1
7359,11727,2,0,91,15,1,0,0,1,13,10,37,0
898,2111,2,3,44,5,1,0,1,1,5,1000,29,1
7360,3200,2,11,78,15,1,0,0,1,3,506,13,0
3644,14558,1,3,44,3,1,0,1,1,0,0,28,1
7361,11906,2,0,40,4,1,0,0,1,3,10,2,0
5143,7501,2,9,237,5,1,0,1,1,5,10,29,1
7363,13402,13,11,241,5,1,0,0,1,2,50,22,0
7139,9987,0,9,242,15,1,0,1,1,0,1000,13,1
7364,4475,1,11,211,4,1,0,1,1,1,20,2,0
5637,12939,0,3,44,3,1,0,1,1,0,0,28,1
7365,9242,11,0,328,4,1,0,1,1,5,10,2,0
6851,7132,2,9,237,5,1,0,1,1,2,167,29,1
7366,11223,5,6,69,15,1,0,0,1,10,15,37,0
1512,1595,5,5,317,15,1,0,1,3,0,1000,40,1
7368,11914,5,0,249,4,1,0,1,1,3,10,2,0
3650,4419,0,9,207,5,1,0,1,1,10,600,29,1
7369,14638,5,5,123,15,1,0,0,1,3,500,13,0
12351,2632,0,3,44,15,1,0,1,1,3,180000,10,1
7370,12801,11,5,123,15,0,0,0,1,5,50,13,0
9777,5457,0,3,205,3,1,0,1,1,3,0,52,1
7371,4582,13,0,72,4,1,0,1,1,2,100,2,0
13077,12227,5,3,56,15,1,0,0,3,0,10,13,1
7372,93,5,0,72,4,0,0,1,1,1,20,2,0
8313,3434,2,9,237,5,1,0,1,1,5,19705,29,1
7373,9021,13,0,91,15,0,0,0,1,3,100,13,0
559,10600,2,9,237,5,1,0,1,1,3,100100,29,1
7374,86,2,3,44,5,1,0,1,1,3,300,29,0
4819,3424,0,3,205,3,0,0,1,1,3,0,3,1
7375,263,1,0,91,4,1,0,1,1,3,16,2,0
11665,7233,0,9,325,15,1,0,1,1,0,1000,13,1
7376,13103,1,5,317,15,1,0,0,1,2,2001,37,0
8441,1270,2,3,341,3,1,0,1,1,0,0,28,1
7377,1228,13,11,165,15,1,0,0,1,5,500,13,0
14299,13900,13,8,298,15,1,0,0,1,200,1000,40,1
7378,7265,10,0,72,4,1,0,1,1,1,10,2,0
9444,3340,0,3,44,15,1,0,1,1,0,100,13,1
7379,7679,11,5,269,15,0,0,0,1,86,600,13,0
10271,6677,2,3,341,5,1,0,0,1,1,10,29,1
7380,13151,2,10,306,15,1,0,0,1,8,500,37,0
2248,13651,2,3,44,5,1,0,1,3,10,500800,29,1
7381,14814,14,5,258,15,1,0,0,1,2,500,13,0
13564,8067,0,3,341,3,1,0,1,1,3,0,28,1
7382,13818,11,0,72,4,1,0,1,1,3,10,2,0
2099,3186,2,3,44,5,1,0,1,1,5,200000,29,1
7383,7192,5,5,123,15,1,0,0,1,2,100,13,0
12871,2280,2,9,237,5,1,0,1,1,2,150100,29,1
7384,10470,10,11,165,15,0,0,0,1,2,100,13,0
3475,5855,2,9,237,5,1,0,1,1,3,4200,29,1
7385,7622,13,0,194,15,1,0,0,1,1,100,37,0
11866,4223,11,3,44,15,1,0,1,1,0,400,13,1
7386,7057,13,5,67,15,1,0,0,1,2,1000,13,0
13380,5760,2,9,197,5,1,0,0,1,2,100001,29,1
7387,9350,2,11,239,15,0,0,0,1,3,500,13,0
5845,11574,2,3,44,5,1,0,1,1,10,211000,29,1
7388,12631,13,5,58,15,1,0,0,1,0,500,37,0
1933,7920,2,9,128,15,1,0,1,1,3,100,40,1
7389,11460,13,0,121,4,1,0,1,1,10,30,2,0
5106,13271,14,9,237,5,1,0,0,1,3,139200,29,1
7390,9759,10,0,309,15,1,0,1,1,0,200,37,0
2696,14344,2,9,237,5,1,0,1,1,5,10,29,1
7391,10743,6,0,72,15,1,0,0,1,3,200,13,0
509,5717,2,9,237,5,1,0,1,1,5,56660,29,1
7392,654,11,0,249,4,0,0,1,1,10,10,2,0
12475,13544,2,3,44,5,1,0,1,1,6,60000,29,1
7393,2069,0,3,44,14,1,0,1,1,0,530,43,0
5537,10731,10,3,44,5,1,0,1,1,13,500,29,1
7394,6557,2,5,281,15,1,0,0,1,0,100,37,0
13028,2656,2,3,44,5,1,0,1,1,3,4300,29,1
7395,5151,11,11,165,15,1,0,0,1,4,10,37,0
13433,9472,2,9,237,5,1,0,1,1,5,10,29,1
7396,4493,0,0,249,4,1,0,0,1,2,10,2,0
5120,6098,11,19,312,15,1,0,1,1,0,5000,10,1
7397,2498,13,0,72,15,1,0,0,1,10,1000,13,0
6664,7591,0,19,312,15,1,0,1,1,0,1000,13,1
7398,14465,13,0,304,15,1,0,0,1,5,500,13,0
3475,5855,2,9,237,5,1,0,1,1,3,4200,29,1
7399,2163,13,0,91,4,1,0,1,1,1,20,2,0
8652,3954,2,3,44,5,1,0,1,1,3,201,29,1
7400,7621,5,0,309,15,1,0,0,1,5,500,37,0
8089,7908,2,3,341,15,1,0,1,1,0,1000,40,1
7402,7459,11,0,249,4,1,0,1,1,2,10,2,0
13418,538,2,3,44,5,1,0,1,1,3,240100,29,1
7403,2614,2,11,78,15,1,0,0,1,3,50,36,0
4582,10627,5,9,95,5,1,0,1,1,29,5825,29,1
7404,9545,2,5,317,15,1,0,1,1,0,500,13,0
9192,14831,13,9,207,5,1,0,0,1,6,1000,29,1
7405,2552,2,0,72,4,1,0,0,1,5,10,2,0
8929,3624,2,3,44,3,1,0,1,1,0,0,46,1
7406,4873,5,0,72,4,1,0,0,1,1,30,2,0
2303,5984,0,9,237,5,1,0,0,1,5,10,29,1
7409,7185,2,11,165,15,1,0,0,1,3,300,13,0
4655,2464,0,9,237,5,1,0,0,1,5,10,29,1
7410,1632,2,0,72,4,1,0,0,1,1,10,2,0
8516,6878,0,3,44,15,1,0,1,1,0,500,37,1
7411,13057,5,11,165,5,1,0,0,1,1,10,22,0
14002,10574,14,3,247,15,1,0,1,1,0,500,13,1
7412,4774,2,0,89,4,1,0,0,1,4,20,2,0
14073,1449,10,19,188,15,1,0,1,1,0,2000,13,1
7413,4612,2,5,281,15,0,0,0,1,5,500,13,0
4056,12021,2,9,237,5,1,0,1,1,3,10,29,1
7414,10890,14,0,91,4,1,0,1,1,1,10,2,0
7199,1297,2,3,341,3,1,0,1,1,0,0,28,1
7415,4914,2,0,111,4,0,0,1,1,1,15,2,0
12644,10646,0,3,44,3,1,0,1,1,3,0,28,1
7416,3115,2,11,165,15,1,0,0,1,4,150,37,0
8939,349,0,9,197,5,1,0,1,1,20,34949,29,1
7417,2783,13,11,211,5,1,0,0,1,6,50,22,0
6043,4835,6,8,120,15,1,0,1,3,0,500,13,1
7418,10009,2,5,123,15,0,0,0,3,0,2000,36,0
621,1407,0,9,237,5,1,0,1,1,5,5030,29,1
7420,13791,5,0,72,4,1,0,1,1,2,10,2,0
5470,6125,2,3,19,3,1,0,1,1,0,0,28,1
7421,2628,1,5,258,5,1,0,0,1,10,80,29,0
7950,13123,2,3,19,15,1,0,1,1,0,500,37,1
7422,3811,13,0,81,4,1,0,1,1,5,15,2,0
7658,3135,2,3,44,5,1,0,1,1,3,105,29,1
7423,4651,5,5,123,15,0,0,1,1,1,1000,40,0
5083,10597,2,3,44,5,1,0,1,1,2,101,29,1
7424,9824,11,5,96,15,1,0,1,1,0,500,37,0
7936,3759,2,9,237,5,1,0,1,1,2,60000,29,1
7425,10621,2,5,123,15,1,0,0,1,2,100,37,0
13566,7704,1,9,242,15,1,0,1,1,0,50,10,1
7426,7060,1,0,72,4,1,0,0,1,4,10,2,0
4880,14024,2,3,341,5,1,0,0,1,3,20100,29,1
7427,4309,3,0,328,4,1,0,0,1,3,20,2,0
8470,5741,0,3,44,15,1,0,1,1,3,2000,36,1
7428,13581,11,0,194,15,1,0,0,1,5,50,37,0
5768,2056,1,8,114,15,1,0,1,1,3,1511,36,1
7429,11669,14,11,136,15,1,0,0,1,13,31,13,0
13987,7907,2,9,237,5,1,0,1,1,5,200001,29,1
7430,9489,11,6,138,15,1,0,0,1,0,50,13,0
11963,13787,2,9,237,5,1,0,1,1,2,153100,29,1
7431,12767,13,5,123,15,1,0,0,1,4,50,13,0
6687,11840,0,3,19,15,1,0,1,1,0,800,13,1
7432,758,11,0,129,4,1,0,1,1,8,88,2,0
10604,1940,1,9,197,15,1,0,1,1,3,1000,13,1
7433,11206,2,5,258,15,1,0,0,1,3,200,37,0
1177,1448,0,3,44,15,1,0,1,1,3,100,36,1
7434,7938,5,0,72,4,1,0,0,1,1,10,2,0
6672,8363,2,9,237,5,1,0,1,1,3,120215,29,1
7435,4930,13,5,233,15,1,0,0,1,5,200,13,0
6618,6000,10,9,207,5,1,0,1,1,42,1116,29,1
7436,4031,5,5,333,15,0,0,1,1,0,500,13,0
14793,12527,0,3,205,15,1,0,1,1,0,100,36,1
7437,9263,2,0,43,15,1,0,0,1,3,500,13,0
12111,12725,5,2,196,15,1,0,1,1,0,1000,13,1
7438,7654,0,5,58,15,0,0,1,1,0,300,40,0
6573,2547,2,9,237,5,1,0,1,1,2,150100,29,1
7439,8424,11,0,121,15,1,0,0,1,9,200,37,0
7758,7059,0,3,341,15,1,0,1,1,3,2000,13,1
7440,7071,0,5,58,15,1,0,0,1,0,35,13,0
10922,7794,13,3,341,3,1,0,0,3,0,0,45,1
7441,6991,13,0,72,4,1,0,1,1,2,100,2,0
60,2359,1,3,44,5,1,0,1,1,10,150100,29,1
7442,11094,5,5,123,15,0,0,0,1,3,10,37,0
559,10600,2,9,237,5,1,0,1,1,3,100100,29,1
7443,572,5,11,102,15,1,0,0,1,3,20,37,0
2913,7167,2,9,237,5,1,0,1,1,2,20000,29,1
7444,1666,2,5,123,15,1,0,0,1,3,500,13,0
13710,12067,2,3,19,3,1,0,1,1,0,0,28,1
7445,10351,15,5,333,1,1,0,0,1,3,87,16,0
14190,8941,2,9,237,5,1,0,1,1,4,230000,29,1
7446,4917,2,0,91,4,1,0,0,1,2,10,2,0
7941,2486,2,3,341,5,1,0,1,1,10,30100,29,1
7448,1867,5,0,72,4,0,0,1,1,1,10,2,0
8652,3954,2,3,44,5,1,0,1,1,3,201,29,1
7449,9422,5,14,192,15,0,0,0,1,2,50,37,0
5385,4518,2,3,44,5,1,0,1,1,5,200,29,1
7450,3588,6,0,304,15,1,0,0,1,2,10,13,0
7139,9987,0,9,242,15,1,0,1,1,0,1000,13,1
7451,394,1,5,123,15,1,0,0,1,3,500,13,0
6534,8535,5,9,237,15,1,0,1,1,0,70000,40,1
7452,9522,0,0,72,5,0,0,1,1,8,100,22,0
7803,2526,2,9,237,5,1,0,1,1,5,20005,29,1
7453,8450,0,0,40,4,1,0,0,1,5,20,2,0
3775,11459,2,9,237,5,1,0,0,1,5,10,29,1
7454,7604,0,14,14,15,1,0,0,3,0,100,37,0
559,10600,2,9,237,5,1,0,1,1,3,100100,29,1
7455,9816,5,0,91,4,1,0,1,1,1,10,2,0
4962,2149,2,9,197,15,1,0,1,1,0,100,40,1
7456,9318,11,5,58,15,1,0,0,1,10,100,13,0
589,5135,5,3,341,5,1,0,1,1,11,5000,29,1
7457,12887,13,5,317,15,1,0,0,1,3,500,13,0
14265,741,5,3,11,15,1,0,1,1,0,1000,13,1
7458,10074,1,0,72,4,1,0,1,1,1,10,2,0
7093,10219,2,9,237,5,1,0,1,1,5,10,29,1
7460,1261,14,5,258,15,1,0,0,1,4,50,13,0
10662,2712,2,3,341,15,1,0,1,1,0,200,13,1
7461,10062,13,0,40,4,1,0,1,1,5,20,2,0
8694,9888,0,19,80,15,0,0,1,1,3,50,37,1
7462,11724,13,11,78,15,1,0,0,1,2,500,13,0
8019,4664,2,9,237,5,1,0,1,1,2,19805,29,1
7463,13913,14,0,72,4,1,0,1,1,1,10,2,0
1812,1714,0,3,44,3,1,0,1,1,0,0,26,1
7464,11220,5,0,309,15,1,0,0,1,5,100,13,0
12700,5057,2,9,237,5,1,0,1,1,2,600,29,1
7466,2140,0,0,230,4,1,0,0,1,2,20,2,0
13675,6722,5,3,44,15,1,0,1,1,3,6000,10,1
7467,6091,11,0,72,4,1,0,1,1,1,15,2,0
7959,14204,0,3,19,15,1,0,1,1,3,50000,10,1
7468,10123,2,5,61,15,1,0,0,1,3,500,37,0
5526,2513,0,2,224,15,1,0,1,1,0,286,13,1
7469,4847,13,5,123,15,1,0,1,1,2,500,13,0
8859,8021,0,9,95,5,1,0,1,1,5,15650,29,1
7470,14664,10,0,309,4,1,0,1,1,5,10,2,0
12310,14089,2,9,237,5,1,0,1,1,3,150600,29,1
7471,12625,2,0,81,4,1,0,0,1,4,20,2,0
12974,11687,2,3,44,15,1,0,1,1,0,100,37,1
7472,12857,2,0,309,4,1,0,1,1,3,10,2,0
5800,14423,1,19,312,15,1,0,1,1,3,1000,13,1
7473,5404,13,0,72,4,1,0,0,1,1,10,2,0
645,414,2,3,341,5,1,0,0,1,3,200,29,1
7474,12751,11,0,194,4,1,0,1,1,1,10,2,0
14651,9959,0,6,138,15,1,1,1,1,0,50,10,1
7475,247,2,5,123,15,1,0,0,1,2,200,37,0
575,11830,11,3,54,15,1,0,1,1,0,60,10,1
7476,367,10,5,115,15,1,0,0,1,5,100,37,0
8384,3640,2,9,237,5,1,0,1,1,2,10,29,1
7477,7752,5,5,58,15,1,0,1,1,2,1000,13,0
4226,3222,2,3,44,5,1,0,1,1,10,5000,29,1
7478,12312,11,10,275,15,0,0,1,1,0,2000,37,0
11493,13681,0,3,44,5,1,0,1,1,30,100000,29,1
7479,9439,10,0,249,4,1,0,1,1,3,10,2,0
13560,3030,0,9,197,5,1,0,1,1,5,500,30,1
7480,146,13,0,91,4,1,0,1,1,10,10,2,0
8546,1293,2,3,44,15,1,0,1,1,0,5000,40,1
7481,9962,5,5,317,15,1,0,1,1,0,300,37,0
6157,12391,2,3,44,5,1,0,1,1,3,150100,29,1
7482,12287,15,5,317,15,0,0,1,1,0,500,40,0
4223,13556,0,9,237,5,0,0,1,1,0,2280,29,1
7484,13993,11,6,138,15,1,0,0,1,5,10,13,0
1211,11447,2,9,237,5,1,0,1,1,10,103501,29,1
7485,14695,13,5,123,15,1,0,0,1,4,100,13,0
5622,11551,0,19,316,3,1,0,1,1,0,0,26,1
7486,4902,2,3,44,5,1,0,1,1,10,20000,29,0
5174,4521,2,3,44,5,1,0,1,1,3,2000,29,1
7487,7157,1,3,44,5,1,0,1,1,10,3000,29,0
8694,9888,0,19,80,15,0,0,1,1,3,50,37,1
7488,570,14,0,43,15,1,0,0,1,4,50,13,0
13013,9317,2,9,237,15,1,0,1,1,0,100,40,1
7489,9652,2,11,136,15,1,0,0,1,10,500,13,0
4976,10978,10,3,44,5,1,0,1,1,30,791,29,1
7490,2177,1,11,165,15,1,0,0,1,3,5000,13,0
8094,4021,0,3,44,5,1,0,1,1,10,100000,29,1
7491,8441,13,5,123,15,1,0,0,1,3,100,37,0
8974,14231,13,3,341,15,1,0,1,1,0,2000,37,1
7492,14709,14,0,72,4,0,0,1,1,4,60,2,0
1742,4339,1,3,44,5,1,0,1,1,30,50,29,1
7493,10907,5,11,241,5,1,0,0,1,3,50,22,0
4018,1427,14,2,224,15,1,0,1,1,0,100,13,1
7494,598,11,0,72,4,0,0,1,1,3,20,2,0
7170,12321,0,3,311,15,1,1,1,1,3,100,36,1
7495,268,15,0,40,4,1,0,1,1,3,100,2,0
1681,8471,2,3,341,5,1,0,0,1,5,3005,29,1
7497,1043,13,11,136,15,1,0,0,1,5,200,13,0
6480,9920,2,3,341,5,1,0,0,1,1,200,29,1
7498,7066,2,6,134,15,1,0,0,1,3,30,37,0
8755,14557,0,3,44,15,1,0,1,1,0,2000,13,1
7499,9087,2,0,72,4,1,0,1,1,4,20,2,0
9393,3216,13,3,98,15,1,0,1,3,0,100,13,1
7500,2489,2,0,111,4,0,0,1,1,6,100,2,0
4739,11458,2,9,237,5,0,0,1,1,3,150100,29,1
7501,9638,5,5,115,15,1,0,0,1,13,500,37,0
622,308,2,3,44,15,1,0,1,1,0,1000,40,1
7502,1386,5,0,146,4,1,0,0,1,1,10,2,0
12823,8117,2,9,95,5,1,0,0,1,3,100005,29,1
7503,12074,13,5,115,15,1,0,0,1,3,500,13,0
7283,4793,2,3,341,15,1,0,1,1,0,5000,40,1
7504,13637,14,11,136,15,1,0,0,1,5,100,36,0
257,12260,2,9,95,15,1,0,1,1,0,5000,13,1
7505,10004,10,5,333,15,1,0,1,1,60,2000,10,0
9134,8925,11,9,237,15,1,0,1,1,0,5000,40,1
7506,10885,1,0,111,4,1,0,1,1,6,15,2,0
12913,9940,2,9,237,5,1,0,1,1,5,100,29,1
7507,8194,15,5,123,15,1,0,0,1,5,100,37,0
2621,3913,0,3,44,5,1,0,1,1,5,900,29,1
7508,424,6,5,333,15,1,0,0,1,1,200,13,0
8753,8772,0,3,44,15,1,1,1,1,3,5007,36,1
7509,13570,2,11,102,15,1,0,0,1,2,100,37,0
10242,12176,0,3,311,15,1,1,0,1,0,9999,13,1
7510,8292,11,0,72,4,1,0,1,1,2,10,2,0
2112,7143,0,9,237,15,1,0,1,1,4,100,40,1
7511,3569,5,11,165,15,1,0,0,1,2,50,37,0
719,12558,1,3,98,5,1,0,1,1,20,250,29,1
7512,2353,0,9,237,15,1,0,1,1,0,1000,37,0
9393,3216,13,3,98,15,1,0,1,3,0,100,13,1
7513,1248,13,11,92,15,1,0,0,1,3,50,37,0
11349,11168,2,3,341,15,1,0,1,1,0,3000,13,1
7514,12354,2,11,239,15,1,0,0,1,2,100,37,0
7936,3759,2,9,237,5,1,0,1,1,2,60000,29,1
7515,1865,5,5,281,15,1,0,1,1,2,1000,36,0
8611,1897,2,9,237,5,0,0,1,1,10,3500,29,1
7516,3048,13,5,317,15,1,0,0,1,3,100,37,0
12354,8841,2,9,237,5,1,0,1,1,2,10,29,1
7517,2307,1,0,72,4,1,0,1,1,2,10,2,0
5732,10245,2,9,237,5,1,0,1,1,11,200,29,1
7518,14520,0,11,103,15,1,0,1,1,0,10,36,0
4253,5172,13,3,44,5,1,0,1,1,2,500,29,1
7519,10724,5,5,123,15,1,0,0,1,50,1000,36,0
9918,5825,0,9,237,15,1,0,1,1,0,2000,13,1
7521,12166,1,0,249,4,0,0,1,1,2,12,2,0
14091,8559,2,9,237,5,1,0,1,1,5,47880,29,1
7522,9642,14,6,134,15,1,0,0,1,1,30,13,0
11453,4300,0,3,205,5,1,0,1,1,5,30,29,1
7523,14468,11,6,190,15,1,0,0,1,3,100,13,0
6140,6035,2,9,237,5,1,0,1,1,6,24190,29,1
7524,7650,11,5,317,15,1,0,0,1,4,1000,13,0
12452,8664,2,3,341,15,1,0,1,1,0,1000,36,1
7525,5740,13,5,123,15,1,0,0,1,3,101,37,0
11963,13787,2,9,237,5,1,0,1,1,2,153100,29,1
7526,9378,0,5,281,15,1,0,1,1,0,100,13,0
10112,1,2,9,237,5,1,0,1,1,2,42205,29,1
7527,12456,11,14,14,6,1,0,0,1,5,15,18,0
7459,4509,0,9,237,5,1,0,1,1,2,20,29,1
7528,10772,13,0,249,4,1,0,1,1,2,10,2,0
318,13557,15,9,95,5,1,0,1,1,4,22000,29,1
7529,3845,13,5,269,15,1,0,0,1,2,500,13,0
10706,7426,5,9,197,5,1,0,1,1,18,3160,29,1
7530,5643,5,0,72,15,1,0,1,1,0,200,13,0
5403,7097,0,3,44,15,1,0,1,1,3,100,10,1
7531,7149,11,5,220,15,1,0,0,1,6,500,13,0
12472,1938,5,9,237,15,1,0,1,1,3,200,13,1
7532,7743,13,5,317,15,1,0,1,1,0,101,13,0
9072,3507,0,8,114,3,1,0,1,1,3,0,28,1
7533,10825,11,14,272,15,1,0,0,1,5,3000,13,0
9063,1785,2,3,44,5,1,0,1,1,13,3800,29,1
7534,6096,11,0,249,4,1,0,1,1,4,10,2,0
869,8504,1,3,11,15,1,0,1,1,3,62500,36,1
7535,7031,5,0,72,4,1,0,0,1,1,50,2,0
14519,8421,2,9,237,5,1,0,1,1,10,55949,29,1
7536,11627,10,5,317,15,1,0,0,1,8,6000,13,0
4819,3424,0,3,205,3,0,0,1,1,3,0,3,1
7537,8684,13,0,249,4,1,0,1,1,3,20,2,0
8085,1319,2,3,341,15,1,0,1,1,0,200,40,1
7538,3446,5,15,84,15,1,0,0,3,0,647668,12,0
5623,8974,0,9,237,15,1,0,1,1,3,3000,37,1
7540,6660,13,0,72,15,1,0,0,3,0,50,13,0
465,10685,2,3,44,5,1,0,1,1,10,10,29,1
7541,4133,11,0,91,4,1,0,1,1,2,10,2,0
14345,10674,5,3,56,15,1,0,0,3,0,200,13,1
7542,6063,10,11,52,4,0,0,1,1,1,15,2,0
5905,9671,2,9,237,5,1,0,1,1,5,5505,29,1
7543,12764,11,11,211,15,1,0,0,1,4,50,37,0
12700,5057,2,9,237,5,1,0,1,1,2,600,29,1
7544,11402,10,5,123,15,1,0,0,1,3,500,13,0
10830,8265,2,9,237,5,1,0,1,1,3,27711,29,1
7545,384,14,11,30,4,1,0,0,1,5,40,2,0
7176,274,0,3,44,5,1,0,1,1,3,1000,29,1
7546,233,13,0,309,15,1,0,0,1,5,101,37,0
13660,1685,2,9,237,5,1,0,1,1,10,31000,29,1
7547,1811,14,3,98,15,1,0,1,1,3,500,13,0
1265,4790,0,9,197,15,1,0,1,1,0,500,36,1
7548,2944,1,0,249,4,1,0,0,1,2,10,2,0
6817,14815,0,3,44,15,1,0,1,1,0,2000,37,1
7549,9086,14,12,294,15,1,0,1,1,0,30000,42,0
4477,5789,0,19,316,15,1,0,1,1,3,100,36,1
7550,5866,2,3,341,15,1,0,1,1,0,1000,40,0
7916,8039,2,9,237,5,1,0,1,1,3,20105,29,1
7551,1164,15,5,123,15,1,0,0,1,3,600,13,0
12364,899,0,0,91,3,1,1,0,1,0,0,28,1
7552,12789,5,5,123,15,0,0,0,1,1,1000,40,0
13564,8067,0,3,341,3,1,0,1,1,3,0,28,1
7555,14203,13,5,344,15,1,0,0,1,6,80,37,0
13751,1603,0,9,237,5,1,0,1,1,10,650000,29,1
7556,14514,0,5,58,15,1,0,1,1,0,500,37,0
8504,2407,0,19,312,15,1,0,1,1,0,2010,40,1
7557,10487,13,5,96,15,1,0,0,1,0,50,13,0
12820,12715,2,9,237,5,1,0,1,1,5,10,29,1
7558,2849,5,5,175,15,1,0,0,3,0,100,37,0
7261,11965,0,9,325,15,1,0,1,1,0,1080,13,1
7559,5436,1,5,175,15,1,0,1,1,0,50,37,0
9547,5065,2,8,34,3,1,0,1,1,0,0,3,1
7560,6439,11,0,249,4,0,0,1,1,3,15,2,0
3892,1704,2,9,237,5,1,0,1,1,2,10,29,1
7561,5867,2,5,123,15,1,0,0,1,13,500,13,0
12823,8117,2,9,95,5,1,0,0,1,3,100005,29,1
7562,6785,14,0,249,4,0,0,0,1,2,10,2,0
11372,1012,0,3,44,3,0,0,1,1,0,0,26,1
7563,4433,0,6,134,15,1,0,0,1,2,50,13,0
2410,7291,2,9,95,5,1,0,1,1,10,195100,29,1
7564,1664,6,5,58,15,1,0,1,1,2,500,13,0
8934,864,15,9,95,15,1,0,1,1,0,40000,36,1
7565,5739,5,5,123,15,1,0,0,1,2,100,37,0
10694,14166,0,19,312,15,1,0,0,4,5,3000,13,1
7567,11481,13,0,72,4,1,0,1,1,2,10,2,0
8803,7250,2,9,237,5,1,0,1,1,2,150100,29,1
7568,6942,5,5,123,15,1,0,0,3,0,3160,37,0
5622,11551,0,19,316,3,1,0,1,1,0,0,26,1
7569,7329,2,0,72,4,1,0,1,1,1,10,2,0
652,5406,0,8,7,15,1,0,1,1,0,500,13,1
7570,4432,13,5,73,15,1,0,0,1,2,1000,37,0
2468,3547,2,9,237,5,1,0,1,1,10,150000,29,1
7571,4480,6,5,58,15,1,0,1,1,3,500,40,0
2621,3913,0,3,44,5,1,0,1,1,5,900,29,1
7572,11892,11,11,165,15,1,0,0,1,5,10,37,0
852,12006,5,9,237,15,1,0,0,3,0,207600,36,1
7573,4595,15,0,91,15,1,0,1,1,3,10000,36,0
1219,6912,0,9,237,5,1,0,1,1,2,100,29,1
7574,7531,0,2,86,15,1,0,0,1,0,58,13,0
10881,8340,2,9,237,5,1,0,1,1,5,100005,29,1
7575,3342,2,11,30,4,1,0,0,1,1,10,2,0
3262,5289,13,3,44,5,1,0,1,1,6,30000,29,1
7576,3404,13,11,63,15,1,0,0,1,2,50,13,0
5721,1094,2,9,237,5,1,0,1,1,5,120001,29,1
7577,7942,2,0,72,4,0,0,1,1,5,30,2,0
3657,13026,2,3,341,5,1,0,1,1,5,10,29,1
7578,4374,5,11,165,15,1,0,1,1,0,500,13,0
13421,7630,0,9,197,15,1,0,1,1,4,62500,36,1
7579,8620,2,11,164,4,1,0,0,1,4,68,2,0
3686,13179,0,3,44,5,1,0,1,1,3,17001,29,1
7580,5535,13,5,233,15,1,0,0,1,30,1000,36,0
12780,13589,10,3,44,5,1,0,1,1,5,365,29,1
7581,8276,5,10,282,15,1,0,0,1,1,100,37,0
5514,10526,0,3,44,3,1,0,1,1,0,0,28,1
7582,4709,5,5,317,14,1,0,0,1,23,33700,0,0
14175,9009,13,3,44,5,1,0,1,1,38,1250,29,1
7583,4696,13,5,123,5,1,0,0,1,3,50,22,0
10259,10764,2,3,341,5,1,0,1,1,5,130707,29,1
7584,9402,0,10,87,15,1,0,1,1,0,10000,36,0
898,2111,2,3,44,5,1,0,1,1,5,1000,29,1
7585,6481,11,5,333,15,1,0,0,1,0,200,37,0
8085,1319,2,3,341,15,1,0,1,1,0,200,40,1
7586,6921,13,0,91,4,1,0,0,1,5,50,2,0
685,11691,2,9,95,15,1,0,1,1,0,10000,13,1
7587,12562,11,0,309,4,1,0,0,1,1,10,2,0
9134,8925,11,9,237,15,1,0,1,1,0,5000,40,1
7588,7178,13,5,317,15,1,0,0,1,5,10,37,0
1929,5958,0,3,44,15,1,0,0,1,0,4200,13,1
7589,6221,11,5,317,15,1,0,0,1,6,8000,37,0
509,5717,2,9,237,5,1,0,1,1,5,56660,29,1
7590,7133,10,5,123,15,1,0,0,3,0,10,37,0
3537,9396,1,3,54,5,1,0,1,1,10,500,29,1
7591,7441,15,5,220,15,1,0,0,1,3,100,13,0
12288,7675,5,9,237,5,1,0,1,1,10,10000,29,1
7592,4275,13,0,91,4,1,0,0,1,6,20,2,0
6179,2217,2,3,19,15,1,0,1,1,0,1000,13,1
7593,4443,5,11,103,15,0,0,1,1,0,100,36,0
8525,3164,2,9,237,5,1,0,1,1,5,70100,29,1
7594,4657,2,5,175,15,1,0,0,1,2,1000,13,0
6574,6480,2,9,237,5,1,0,1,1,10,200001,29,1
7595,2417,2,5,123,15,1,0,0,1,5,50,37,0
12364,899,0,0,91,3,1,1,0,1,0,0,28,1
